year,geo_name,geo,teen_births
2016,"Park County","05000US56029",21.7
2015,"Northampton County, PA","05000US42095",21.7
2015,"Calloway County","05000US21035",21.7
2016,"Columbia County","05000US55021",21.7
2015,"Rich County","05000US49033",21.7
2016,"Will County, IL","05000US17197",21.7
2017,"Mackinac County","05000US26097",21.6
2017,"Fond du Lac County, WI","05000US55039",21.6
2016,"Olmsted County, MN","05000US27109",21.6
2017,"Wayne County, OH","05000US39169",21.6
2016,"Rutland County","05000US50021",21.6
2016,"Ada County, ID","05000US16001",21.6
2017,"Gloucester County","05000US51073",21.6
2016,"Palo Alto County","05000US19147",21.6
2017,"Santa Cruz County, CA","05000US06087",21.6
2016,"Mono County","05000US06051",21.6
2016,"Broome County, NY","05000US36007",21.6
2017,"Kitsap County, WA","05000US53035",21.6
2015,"Aleutians West Census Area","05000US02016",21.6
2017,"Cherokee County, GA","05000US13057",21.5
2017,"Lee County, AL","05000US01081",21.5
2016,"Richland County","05000US55103",21.5
2017,"Charles County, MD","05000US24017",21.5
2017,"Fergus County","05000US30027",21.5
2017,"Chippewa County","05000US55017",21.5
2017,"Napa County, CA","05000US06055",21.5
2017,"Kidder County","05000US38043",21.5
2016,"Queens County, NY","05000US36081",21.5
2017,"Norman County","05000US27107",21.5
2017,"Piatt County","05000US17147",21.5
2017,"Clinton County","05000US17027",21.5
2017,"Crawford County","05000US55023",21.5
2015,"Mathews County","05000US51115",21.5
2017,"Bedford County","05000US51019",21.5
2016,"Custer County","05000US16037",21.5
2015,"Contra Costa County, CA","05000US06013",21.4
2015,"Stafford County, VA","05000US51179",21.4
2016,"Caledonia County","05000US50005",21.4
2015,"Rawlins County","05000US20153",21.4
2015,"New Kent County","05000US51127",21.4
2016,"Davis County, UT","05000US49011",21.4
2017,"Brown County","05000US17009",21.3
2016,"Rock County","05000US27133",21.3
2017,"Marathon County, WI","05000US55073",21.3
2017,"Grand Isle County","05000US50013",21.3
2015,"Cache County, UT","05000US49005",21.3
2017,"Sarpy County, NE","05000US31153",21.3
2017,"Amador County","05000US06005",21.3
2016,"Hancock County","05000US23009",21.3
2017,"Ransom County","05000US38073",21.3
2016,"Lapeer County","05000US26087",21.3
2016,"Howard County","05000US29089",21.3
2016,"Surry County","05000US51181",21.3
2017,"Johnson County","05000US29101",21.3
2017,"Johnson County","05000US31097",21.3
2015,"Lake County, OH","05000US39085",21.3
2017,"Madison County","05000US51113",21.3
2015,"Bayfield County","05000US55007",21.3
2017,"Southampton County","05000US51175",21.2
2016,"Lake of the Woods County","05000US27077",21.2
2015,"Towner County","05000US38095",21.2
2017,"Lyon County","05000US27083",21.2
2016,"Cuming County","05000US31039",21.2
2015,"Dallas County","05000US19049",21.2
2016,"Goodhue County","05000US27049",21.2
2015,"Stark County","05000US38089",21.2
2017,"Valley County","05000US30105",21.2
2015,"James City County","05000US51095",21.2
2015,"Richland County","05000US38077",21.2
2016,"Island County","05000US53029",21.2
2015,"Calhoun County","05000US17013",21.2
2015,"Franklin County","05000US23007",21.2
2015,"Hancock County","05000US23009",21.2
2015,"Kidder County","05000US38043",21.2
2016,"Jones County","05000US19105",21.2
2016,"Santa Clara County, CA","05000US06085",21.2
2015,"Clark County","05000US55019",21.2
2015,"Summit County","05000US49043",21.1
2015,"Oktibbeha County","05000US28105",21.1
2015,"Harlan County","05000US31083",21.1
2016,"Emmet County","05000US26047",21.1
2016,"Calloway County","05000US21035",21.1
2016,"Huron County","05000US26063",21.1
2015,"Marion County","05000US19125",21.1
2017,"Green County","05000US55045",21.1
2015,"Steele County","05000US38091",21.1
2016,"Seminole County, FL","05000US12117",21.1
2015,"Grand Forks County","05000US38035",21.1
2015,"Outagamie County, WI","05000US55087",21.1
2017,"La Plata County","05000US08067",21.1
2015,"Thayer County","05000US31169",21.1
2016,"Payne County","05000US40119",21.1
2015,"Walworth County, WI","05000US55127",21.0
2016,"Lamoille County","05000US50015",21.0
2017,"Bristol County, MA","05000US25005",21.0
2016,"Essex County, MA","05000US25009",21.0
2017,"Orange County, CA","05000US06059",21.0
2015,"Franklin County","05000US25011",21.0
2017,"Polk County","05000US55095",21.0
2016,"Worth County","05000US19195",21.0
2017,"Porter County, IN","05000US18127",21.0
2017,"Scott County","05000US17171",21.0
2016,"Franklin County","05000US31061",21.0
2017,"Henrico County, VA","05000US51087",21.0
2017,"Tuolumne County","05000US06109",21.0
2015,"Huron County","05000US26063",21.0
2015,"Cook County","05000US27031",21.0
2016,"Sonoma County, CA","05000US06097",21.0
2016,"Putnam County","05000US39137",21.0
2016,"Lake County, OH","05000US39085",21.0
2017,"Lake County, IL","05000US17097",21.0
2017,"Mercer County","05000US29129",21.0
2016,"Forest County","05000US42053",21.0
2017,"Lancaster County, NE","05000US31109",21.0
2017,"Windsor County","05000US50027",20.9
2015,"Palo Alto County","05000US19147",20.9
2017,"Calloway County","05000US21035",20.9
2017,"Ottawa County","05000US20143",20.9
2016,"Franklin County","05000US23007",20.9
2016,"Berkshire County, MA","05000US25003",20.8
2015,"Winnebago County, WI","05000US55139",20.8
2017,"Baltimore County, MD","05000US24005",20.8
2015,"Midland County","05000US26111",20.8
2017,"Smith County","05000US20183",20.8
2016,"Oconto County","05000US55083",20.8
2016,"Suffolk County, MA","05000US25025",20.8
2017,"Genesee County","05000US36037",20.8
2017,"Palo Alto County","05000US19147",20.8
2017,"Washington County, OR","05000US41067",20.8
2017,"Big Stone County","05000US27011",20.8
2017,"Morrison County","05000US27097",20.8
2016,"Lane County, OR","05000US41039",20.8
2017,"St. Lawrence County, NY","05000US36089",20.8
2017,"Columbia County","05000US55021",20.8
2015,"Traverse County","05000US27155",20.8
2017,"Rutland County","05000US50021",20.8
2017,"Cuming County","05000US31039",20.8
2015,"Renville County","05000US38075",20.8
2015,"Fillmore County","05000US31059",20.8
2017,"Davis County","05000US19051",20.8
2015,"Clinton County","05000US42035",20.8
2015,"Penobscot County, ME","05000US23019",20.7
2015,"Webster County","05000US31181",20.7
2016,"Snohomish County, WA","05000US53061",20.7
2016,"Valley County","05000US31175",20.7
2015,"Clinton County","05000US36019",20.7
2015,"Burt County","05000US31021",20.7
2015,"Warren County","05000US19181",20.7
2016,"New York County, NY","05000US36061",20.7
2016,"Calaveras County","05000US06009",20.7
2016,"Lumpkin County","05000US13187",20.6
2017,"Teller County","05000US08119",20.6
2015,"Rockwall County","05000US48397",20.6
2017,"Aitkin County","05000US27001",20.6
2017,"Charlottesville city","05000US51540",20.6
2017,"Marshall County","05000US27089",20.6
2015,"Cass County","05000US31025",20.6
2016,"Northampton County, PA","05000US42095",20.6
2016,"Belknap County","05000US33001",20.6
2017,"Park County","05000US56029",20.6
2015,"Coles County","05000US17029",20.5
2016,"Franklin County","05000US25011",20.5
2017,"Meeker County","05000US27093",20.5
2016,"Le Sueur County","05000US27079",20.5
2017,"Lincoln County","05000US23015",20.5
2017,"Eaton County, MI","05000US26045",20.5
2015,"St. Louis County, MN","05000US27137",20.5
2016,"Howard County","05000US31093",20.5
2017,"Broome County, NY","05000US36007",20.5
2017,"Ingham County, MI","05000US26065",20.5
2015,"Missoula County, MT","05000US30063",20.5
2015,"Fluvanna County","05000US51065",20.5
2016,"Fillmore County","05000US31059",20.5
2017,"Cavalier County","05000US38019",20.5
2015,"Greeley County","05000US31077",20.5
2016,"Clinton County","05000US36019",20.5
2016,"Kent County","05000US24029",20.5
2017,"Windham County, CT","05000US09015",20.5
2016,"Hancock County","05000US19081",20.4
2017,"Caledonia County","05000US50005",20.4
2017,"Greene County","05000US36039",20.4
2016,"Lincoln County","05000US23015",20.4
2015,"Orange County","05000US50017",20.4
2015,"Worcester County, MA","05000US25027",20.4
2017,"Teton County","05000US56039",20.4
2015,"Boone County","05000US18011",20.4
2016,"Dunn County","05000US38025",20.4
2015,"Queen Anne's County","05000US24035",20.4
2017,"Delaware County","05000US19055",20.4
2016,"Dodge County","05000US55027",20.4
2016,"Delaware County, PA","05000US42045",20.4
2015,"Alachua County, FL","05000US12001",20.4
2015,"Fairfax city","05000US51600",20.4
2015,"Cuming County","05000US31039",20.4
2016,"Mackinac County","05000US26097",20.4
2015,"Worth County","05000US29227",20.4
2015,"Mackinac County","05000US26097",20.3
2016,"Grand County","05000US08049",20.3
2017,"Washington County, PA","05000US42125",20.3
2017,"Otter Tail County","05000US27111",20.3
2017,"Orange County, NY","05000US36071",20.3
2016,"Otter Tail County","05000US27111",20.3
2015,"Collin County, TX","05000US48085",20.3
2015,"Otter Tail County","05000US27111",20.3
2017,"Allegheny County, PA","05000US42003",20.3
2016,"Richland County","05000US38077",20.3
2017,"Queens County, NY","05000US36081",20.3
2016,"Holt County","05000US31089",20.3
2016,"Wabasha County","05000US27157",20.3
2015,"Frederick County, MD","05000US24021",20.3
2015,"Dunn County","05000US38025",20.2
2016,"Outagamie County, WI","05000US55087",20.2
2015,"Carroll County","05000US33003",20.2
2017,"Union County, NJ","05000US34039",20.2
2017,"Island County","05000US53029",20.2
2015,"Essex County","05000US36031",20.2
2017,"Shelby County, AL","05000US01117",20.2
2017,"Jones County","05000US19105",20.2
2017,"Hancock County","05000US23009",20.2
2015,"Hendricks County, IN","05000US18063",20.2
2017,"Blaine County","05000US16013",20.2
2015,"Barnes County","05000US38003",20.2
2016,"Grand Forks County","05000US38035",20.2
2015,"San Mateo County, CA","05000US06081",20.1
2017,"Essex County","05000US36031",20.1
2015,"Brown County","05000US27015",20.1
2015,"Arlington County, VA","05000US51013",20.1
2015,"Boise County","05000US16015",20.1
2015,"Iowa County","05000US55049",20.1
2016,"Monona County","05000US19133",20.1
2017,"New Haven County, CT","05000US09009",20.1
2017,"Wake County, NC","05000US37183",20.1
2015,"New London County, CT","05000US09011",20.1
2017,"Lake County, OH","05000US39085",20.1
2017,"Kendall County","05000US48259",20.1
2017,"Howard County","05000US29089",20.1
2017,"Guthrie County","05000US19077",20.0
2017,"Clear Creek County","05000US08019",20.0
2016,"Manassas Park city","05000US51685",20.0
2016,"James City County","05000US51095",20.0
2017,"Lapeer County","05000US26087",20.0
2016,"Montour County","05000US42093",20.0
2016,"Madison County","05000US19121",20.0
2016,"Warren County","05000US19181",20.0
2016,"Camden County","05000US37029",20.0
2017,"Franklin County","05000US23007",20.0
2016,"Valdez-Cordova Census Area","05000US02261",20.0
2016,"Carroll County","05000US33003",20.0
2017,"Mercer County, NJ","05000US34021",20.0
2016,"Brown County","05000US27015",19.9
2016,"Jefferson County, CO","05000US08059",19.9
2015,"Mecosta County","05000US26107",19.9
2016,"Coles County","05000US17029",19.9
2016,"Winnebago County, WI","05000US55139",19.9
2017,"Emmet County","05000US26047",19.9
2016,"Dodge County","05000US27039",19.9
2016,"Fauquier County","05000US51061",19.9
2017,"Jo Daviess County","05000US17085",19.9
2017,"Alger County","05000US26003",19.9
2017,"Clarke County, GA","05000US13059",19.8
2017,"Platte County","05000US29165",19.8
2017,"New Kent County","05000US51127",19.8
2016,"Clark County","05000US55019",19.8
2015,"St. Johns County, FL","05000US12109",19.8
2017,"Gilmer County","05000US54021",19.8
2017,"Fort Bend County, TX","05000US48157",19.8
2016,"Penobscot County, ME","05000US23019",19.8
2017,"Lake of the Woods County","05000US27077",19.8
2017,"Jefferson County","05000US53031",19.8
2016,"Rappahannock County","05000US51157",19.8
2016,"Essex County","05000US36031",19.8
2016,"Cass County","05000US31025",19.8
2017,"Monona County","05000US19133",19.8
2015,"Nemaha County","05000US31127",19.8
2015,"Delaware County","05000US36025",19.8
2015,"Boone County, MO","05000US29019",19.8
2015,"Allegany County","05000US36003",19.7
2017,"Lane County, OR","05000US41039",19.7
2017,"Cass County","05000US31025",19.7
2017,"Madison County","05000US19121",19.7
2015,"Clayton County","05000US19043",19.7
2015,"York County, ME","05000US23031",19.7
2017,"Lumpkin County","05000US13187",19.7
2016,"Barnes County","05000US38003",19.7
2017,"Columbia County, GA","05000US13073",19.7
2016,"Allegany County","05000US36003",19.7
2016,"Contra Costa County, CA","05000US06013",19.7
2017,"Lynchburg city","05000US51680",19.7
2017,"Coles County","05000US17029",19.7
2016,"Adair County","05000US19001",19.6
2015,"Butte County","05000US16023",19.6
2016,"Traverse County","05000US27155",19.6
2016,"Cache County, UT","05000US49005",19.6
2015,"Hillsborough County, NH","05000US33011",19.6
2015,"Carbon County","05000US30009",19.6
2017,"Ada County, ID","05000US16001",19.6
2015,"Snyder County","05000US42109",19.6
2017,"Snyder County","05000US42109",19.6
2017,"Alameda County, CA","05000US06001",19.6
2016,"Summit County","05000US49043",19.6
2017,"Carroll County","05000US33003",19.6
2017,"Oconto County","05000US55083",19.6
2017,"Dundy County","05000US31057",19.6
2017,"Montour County","05000US42093",19.6
2015,"Antelope County","05000US31003",19.6
2017,"Talbot County","05000US24041",19.6
2015,"Sweet Grass County","05000US30097",19.6
2016,"Boone County","05000US18011",19.6
2017,"Grundy County","05000US17063",19.6
2015,"Kent County, RI","05000US44003",19.6
2016,"Guthrie County","05000US19077",19.5
2017,"Goodhue County","05000US27049",19.5
2015,"Chesterfield County, VA","05000US51041",19.5
2017,"Olmsted County, MN","05000US27109",19.5
2016,"Orange County","05000US50017",19.5
2015,"Pierce County","05000US38069",19.5
2015,"Calvert County","05000US24009",19.5
2015,"Macomb County, MI","05000US26099",19.5
2015,"Jefferson County","05000US30043",19.5
2016,"Alachua County, FL","05000US12001",19.5
2016,"New Kent County","05000US51127",19.5
2017,"Will County, IL","05000US17197",19.5
2016,"Douglas County","05000US46043",19.5
2015,"Kendall County, IL","05000US17093",19.5
2016,"Fluvanna County","05000US51065",19.4
2015,"McLean County","05000US38055",19.4
2017,"Sonoma County, CA","05000US06097",19.4
2017,"Spink County","05000US46115",19.4
2015,"Iowa County","05000US19095",19.4
2017,"Mathews County","05000US51115",19.4
2015,"Champaign County, IL","05000US17019",19.4
2017,"Shelby County","05000US29205",19.4
2017,"Jefferson County","05000US20087",19.4
2016,"Walworth County, WI","05000US55127",19.4
2016,"Isle of Wight County","05000US51093",19.4
2015,"Whatcom County, WA","05000US53073",19.4
2017,"Seminole County, FL","05000US12117",19.4
2017,"Bottineau County","05000US38009",19.4
2015,"Wheatland County","05000US30107",19.3
2016,"Missoula County, MT","05000US30063",19.3
2017,"Valdez-Cordova Census Area","05000US02261",19.3
2016,"St. Louis County, MN","05000US27137",19.3
2017,"Allegany County","05000US36003",19.3
2015,"Greene County, OH","05000US39057",19.3
2016,"Hendricks County, IN","05000US18063",19.3
2017,"Davis County, UT","05000US49011",19.3
2016,"Fairfax city","05000US51600",19.3
2017,"Payne County","05000US40119",19.3
2017,"Essex County, MA","05000US25009",19.3
2017,"Franklin County","05000US25011",19.3
2015,"Holt County","05000US31089",19.3
2015,"Warren County, OH","05000US39165",19.3
2017,"Santa Clara County, CA","05000US06085",19.3
2016,"Macomb County, MI","05000US26099",19.2
2015,"Chickasaw County","05000US19037",19.2
2017,"Lamoille County","05000US50015",19.2
2015,"Roanoke County","05000US51161",19.2
2017,"Fillmore County","05000US31059",19.2
2016,"Clear Creek County","05000US08019",19.2
2016,"Chickasaw County","05000US19037",19.2
2016,"Snyder County","05000US42109",19.2
2017,"Dodge County","05000US55027",19.2
2017,"Outagamie County, WI","05000US55087",19.2
2015,"Wright County, MN","05000US27171",19.2
2017,"Berkshire County, MA","05000US25003",19.2
2016,"Marion County","05000US19125",19.1
2017,"Delaware County, PA","05000US42045",19.1
2016,"Clinton County","05000US42035",19.1
2017,"Isanti County","05000US27059",19.1
2016,"Greene County, OH","05000US39057",19.1
2017,"Clinton County","05000US36019",19.1
2015,"Larimer County, CO","05000US08069",19.1
2015,"Rice County","05000US27131",19.1
2016,"Worcester County, MA","05000US25027",19.1
2015,"Howard County","05000US31093",19.1
2016,"Oktibbeha County","05000US28105",19.1
2017,"Grand County","05000US08049",19.1
2016,"Midland County","05000US26111",19.1
2017,"Calhoun County","05000US17013",19.1
2015,"Grant County","05000US27051",19.0
2016,"Collin County, TX","05000US48085",19.0
2017,"Wabasha County","05000US27157",19.0
2016,"Charles City County","05000US51036",19.0
2017,"James City County","05000US51095",19.0
2015,"Cass County, ND","05000US38017",19.0
2015,"Lawrence County","05000US46081",19.0
2017,"Suffolk County, MA","05000US25025",19.0
2017,"Brown County","05000US27015",19.0
2015,"Washington County","05000US50023",18.9
2015,"Sherburne County","05000US27141",18.9
2016,"Stafford County, VA","05000US51179",18.9
2016,"Calhoun County","05000US17013",18.9
2017,"Snohomish County, WA","05000US53061",18.9
2017,"Valley County","05000US16085",18.9
2015,"Ottawa County, MI","05000US26139",18.9
2016,"Rockwall County","05000US48397",18.9
2016,"Kent County, RI","05000US44003",18.9
2016,"Clarke County","05000US51043",18.9
2017,"Shelby County","05000US19165",18.9
2015,"Douglas County","05000US32005",18.9
2017,"Le Sueur County","05000US27079",18.9
2016,"Hand County","05000US46059",18.9
2015,"Montgomery County, MD","05000US24031",18.8
2017,"Lafayette County","05000US55065",18.8
2015,"Sac County","05000US19161",18.8
2016,"New London County, CT","05000US09011",18.8
2017,"Northampton County, PA","05000US42095",18.8
2015,"Westmoreland County, PA","05000US42129",18.8
2016,"Hillsborough County, NH","05000US33011",18.8
2016,"Queen Anne's County","05000US24035",18.8
2016,"Douglas County","05000US32005",18.8
2017,"Penobscot County, ME","05000US23019",18.8
2016,"Fergus County","05000US30027",18.8
2015,"Yolo County, CA","05000US06113",18.7
2016,"Champaign County, IL","05000US17019",18.7
2015,"Union County","05000US46127",18.7
2017,"Menard County","05000US17129",18.7
2016,"Sheridan County","05000US30091",18.7
2017,"Grand Forks County","05000US38035",18.7
2017,"Nemaha County","05000US20131",18.7
2016,"Frederick County, MD","05000US24021",18.7
2016,"Osage County","05000US29151",18.7
2015,"Harford County, MD","05000US24025",18.7
2015,"Yates County","05000US36123",18.7
2016,"Washington County","05000US50023",18.7
2016,"Greeley County","05000US31077",18.7
2015,"Fillmore County","05000US27045",18.7
2017,"Dodge County","05000US27039",18.7
2016,"Dallas County","05000US19049",18.7
2015,"Broomfield County","05000US08014",18.7
2017,"New York County, NY","05000US36061",18.7
2015,"Benton County","05000US19011",18.7
2016,"York County, ME","05000US23031",18.6
2016,"Taylor County","05000US55119",18.6
2017,"Belknap County","05000US33001",18.6
2017,"Winnebago County, WI","05000US55139",18.6
2016,"Boone County, MO","05000US29019",18.6
2017,"Pawnee County","05000US31133",18.6
2017,"Alachua County, FL","05000US12001",18.6
2017,"Rock County","05000US27133",18.6
2015,"Florence County","05000US55037",18.6
2016,"Douglas County","05000US27041",18.6
2016,"Logan County","05000US20109",18.6
2016,"Lafayette County","05000US55065",18.6
2017,"Richland County","05000US38077",18.6
2015,"Anoka County, MN","05000US27003",18.5
2016,"San Mateo County, CA","05000US06081",18.5
2017,"Custer County","05000US08027",18.5
2015,"Shelby County","05000US19165",18.5
2017,"Caribou County","05000US16029",18.5
2016,"McCook County","05000US46087",18.5
2015,"Wayne County","05000US42127",18.4
2016,"Marion County","05000US20115",18.4
2017,"Putnam County","05000US39137",18.4
2015,"Poweshiek County","05000US19157",18.4
2016,"Wheatland County","05000US30107",18.4
2016,"Larimer County, CO","05000US08069",18.4
2015,"King County, WA","05000US53033",18.4
2017,"Midland County","05000US26111",18.4
2015,"Plymouth County","05000US19149",18.4
2015,"Sanpete County","05000US49039",18.4
2017,"Clarion County","05000US42031",18.4
2016,"Florence County","05000US55037",18.4
2015,"Lafayette County","05000US55065",18.4
2016,"Perkins County","05000US31135",18.4
2015,"Ontario County, NY","05000US36069",18.4
2017,"Warren County","05000US19181",18.4
2015,"Clackamas County, OR","05000US41005",18.4
2016,"Mecosta County","05000US26107",18.4
2016,"Whatcom County, WA","05000US53073",18.3
2016,"Nemaha County","05000US31127",18.3
2015,"Gilpin County","05000US08047",18.3
2017,"St. Louis County, MN","05000US27137",18.3
2016,"Jefferson County","05000US30043",18.3
2016,"Westmoreland County, PA","05000US42129",18.3
2016,"Cass County, ND","05000US38017",18.3
2017,"Clayton County","05000US19043",18.3
2015,"Richmond County, NY","05000US36085",18.3
2016,"Chesterfield County, VA","05000US51041",18.3
2017,"Macomb County, MI","05000US26099",18.3
2016,"Poweshiek County","05000US19157",18.3
2017,"Greene County, OH","05000US39057",18.2
2016,"Warren County, OH","05000US39165",18.2
2017,"Douglas County","05000US27041",18.2
2015,"Chisago County","05000US27025",18.2
2016,"Custer County","05000US08027",18.2
2016,"Clarion County","05000US42031",18.2
2017,"Orange County","05000US50017",18.2
2016,"Boone County","05000US31011",18.2
2015,"Lafayette County","05000US28071",18.2
2015,"Spink County","05000US46115",18.2
2015,"Forsyth County, GA","05000US13117",18.2
2016,"Hamilton County","05000US36041",18.2
2016,"Delaware County","05000US36025",18.1
2017,"Queen Anne's County","05000US24035",18.1
2016,"Antelope County","05000US31003",18.1
2017,"Kent County","05000US24029",18.1
2015,"Clarion County","05000US42031",18.1
2017,"Douglas County","05000US46043",18.1
2017,"Cass County, ND","05000US38017",18.1
2015,"Pembina County","05000US38067",18.1
2016,"Iowa County","05000US19095",18.1
2017,"Rappahannock County","05000US51157",18.1
2015,"Woodford County","05000US17203",18.1
2017,"Calaveras County","05000US06009",18.1
2015,"Guthrie County","05000US19077",18.1
2017,"Mecosta County","05000US26107",18.0
2017,"Foster County","05000US38031",18.0
2016,"Arlington County, VA","05000US51013",18.0
2016,"St. Johns County, FL","05000US12109",18.0
2015,"Hand County","05000US46059",18.0
2016,"Dickey County","05000US38021",18.0
2017,"Cache County, UT","05000US49005",18.0
2015,"Riley County","05000US20161",18.0
2016,"Catron County","05000US35003",18.0
2017,"Washington County","05000US50023",18.0
2016,"Rice County","05000US27131",18.0
2016,"Calvert County","05000US24009",18.0
2016,"Sherburne County","05000US27141",18.0
2017,"Missoula County, MT","05000US30063",18.0
2016,"Benton County","05000US19011",18.0
2017,"Champaign County, IL","05000US17019",18.0
2015,"Douglas County","05000US27041",18.0
2017,"Jefferson County, CO","05000US08059",17.9
2015,"Marion County","05000US20115",17.9
2016,"Woodford County","05000US17203",17.9
2015,"Cortland County","05000US36023",17.9
2017,"Camden County","05000US37029",17.9
2015,"Lake of the Woods County","05000US27077",17.9
2016,"Chisago County","05000US27025",17.9
2015,"Utah County, UT","05000US49049",17.9
2015,"St. Charles County, MO","05000US29183",17.9
2016,"Plymouth County","05000US19149",17.9
2016,"Yates County","05000US36123",17.9
2015,"Ocean County, NJ","05000US34029",17.9
2016,"Ottawa County, MI","05000US26139",17.9
2015,"Ulster County, NY","05000US36111",17.9
2015,"Logan County","05000US20109",17.9
2017,"Contra Costa County, CA","05000US06013",17.9
2017,"Fauquier County","05000US51061",17.9
2017,"Wheatland County","05000US30107",17.8
2015,"Douglas County","05000US46043",17.8
2016,"Dawes County","05000US31045",17.8
2017,"Hand County","05000US46059",17.8
2017,"Walworth County, WI","05000US55127",17.8
2017,"Clark County","05000US55019",17.8
2016,"Leelanau County","05000US26089",17.8
2017,"Isle of Wight County","05000US51093",17.8
2015,"Turner County","05000US46125",17.8
2016,"Rich County","05000US49033",17.8
2017,"Dunn County","05000US38025",17.8
2015,"Putnam County","05000US17155",17.8
2016,"Boise County","05000US16015",17.8
2015,"Forest County","05000US42053",17.7
2015,"Dawes County","05000US31045",17.7
2016,"Roanoke County","05000US51161",17.7
2016,"Wyoming County","05000US36121",17.7
2015,"Perkins County","05000US31135",17.7
2017,"Perkins County","05000US31135",17.7
2015,"Taylor County","05000US55119",17.7
2016,"Ontario County, NY","05000US36069",17.6
2017,"Chickasaw County","05000US19037",17.6
2015,"Bath County","05000US51017",17.6
2017,"Rockwall County","05000US48397",17.6
2015,"Ontonagon County","05000US26131",17.6
2015,"McLean County, IL","05000US17113",17.6
2017,"Marion County","05000US20115",17.6
2016,"Mathews County","05000US51115",17.6
2015,"San Miguel County","05000US08113",17.6
2016,"Pierce County","05000US31139",17.6
2016,"Wayne County","05000US42127",17.6
2016,"Cortland County","05000US36023",17.6
2015,"Johnson County, KS","05000US20091",17.5
2017,"Sac County","05000US19161",17.5
2015,"Butler County","05000US19023",17.5
2016,"Kewaunee County","05000US55061",17.5
2017,"Worcester County, MA","05000US25027",17.5
2016,"Lawrence County","05000US46081",17.5
2015,"Big Stone County","05000US27011",17.5
2016,"Montgomery County, MD","05000US24031",17.5
2016,"Bottineau County","05000US38009",17.5
2016,"Anoka County, MN","05000US27003",17.5
2015,"San Luis Obispo County, CA","05000US06079",17.5
2015,"Carroll County, MD","05000US24013",17.5
2017,"York County, ME","05000US23031",17.5
2015,"Bon Homme County","05000US46009",17.5
2017,"Brown County","05000US31017",17.5
2017,"Douglas County","05000US32005",17.5
2016,"Wright County, MN","05000US27171",17.4
2017,"Howard County","05000US31093",17.4
2016,"Pembina County","05000US38067",17.4
2015,"Nance County","05000US31125",17.4
2015,"Leelanau County","05000US26089",17.4
2016,"Burt County","05000US31021",17.4
2017,"Fluvanna County","05000US51065",17.4
2017,"Kent County, RI","05000US44003",17.4
2017,"Hillsborough County, NH","05000US33011",17.4
2017,"Westmoreland County, PA","05000US42129",17.4
2016,"Clackamas County, OR","05000US41005",17.4
2017,"Park County","05000US30067",17.4
2017,"Delaware County","05000US36025",17.4
2016,"Harford County, MD","05000US24025",17.3
2016,"Grant County","05000US27051",17.3
2016,"Kittson County","05000US27069",17.3
2017,"Clinton County","05000US42035",17.3
2016,"Yolo County, CA","05000US06113",17.3
2017,"Hendricks County, IN","05000US18063",17.3
2016,"Butte County","05000US16023",17.3
2017,"Summit County","05000US49043",17.3
2016,"St. Charles County, MO","05000US29183",17.3
2016,"Kendall County, IL","05000US17093",17.3
2017,"Beaverhead County","05000US30001",17.3
2015,"Fergus County","05000US30027",17.3
2015,"Sioux County","05000US19167",17.3
2015,"Buffalo County","05000US55011",17.3
2016,"Cavalier County","05000US38019",17.2
2015,"Lincoln County","05000US27081",17.2
2017,"Wayne County","05000US49055",17.2
2017,"Yates County","05000US36123",17.2
2015,"Wyoming County","05000US36121",17.2
2016,"Shelby County","05000US19165",17.2
2017,"Wayne County","05000US42127",17.2
2017,"Larimer County, CO","05000US08069",17.2
2017,"Oktibbeha County","05000US28105",17.2
2017,"Sheridan County","05000US30091",17.2
2017,"Barnes County","05000US38003",17.2
2016,"Ontonagon County","05000US26131",17.2
2015,"Clear Creek County","05000US08019",17.2
2017,"Boone County, MO","05000US29019",17.1
2017,"Collin County, TX","05000US48085",17.1
2017,"Plymouth County","05000US19149",17.1
2017,"Leelanau County","05000US26089",17.1
2017,"New London County, CT","05000US09011",17.1
2017,"Dallas County","05000US19049",17.1
2017,"Clarke County","05000US51043",17.1
2015,"Nevada County, CA","05000US06057",17.1
2015,"Custer County","05000US08027",17.1
2017,"Hamilton County","05000US36041",17.1
2017,"Chesterfield County, VA","05000US51041",17.1
2015,"Cedar County","05000US19031",17.1
2017,"Marion County","05000US19125",17.1
2017,"Putnam County","05000US17155",17.1
2015,"Dane County, WI","05000US55025",17.1
2017,"Roanoke County","05000US51161",17.0
2017,"Boone County","05000US31011",17.0
2016,"Sioux County","05000US19167",17.0
2017,"Lyon County","05000US19119",17.0
2016,"Lyon County","05000US19119",17.0
2016,"Richmond County, NY","05000US36085",17.0
2015,"Dakota County, MN","05000US27037",17.0
2015,"Leon County, FL","05000US12073",17.0
2017,"Calvert County","05000US24009",17.0
2015,"Prince Edward County","05000US51147",17.0
2015,"Albany County, NY","05000US36001",17.0
2017,"Gilpin County","05000US08047",17.0
2016,"Lafayette County","05000US28071",17.0
2016,"King County, WA","05000US53033",17.0
2017,"Boone County","05000US18011",17.0
2017,"Stafford County, VA","05000US51179",17.0
2017,"Grant County","05000US27051",17.0
2017,"Whatcom County, WA","05000US53073",17.0
2015,"Door County","05000US55029",17.0
2017,"Antelope County","05000US31003",17.0
2016,"Ellsworth County","05000US20053",16.9
2016,"Riley County","05000US20161",16.9
